<<<<<<< HEAD
"date","drsfrmacbs"
"1994-01-01",2.47
"1994-04-01",2.18
"1994-07-01",2.11
"1994-10-01",2.11
=======
"date","drsfrmacbs"
"1994-01-01",2.47
"1994-04-01",2.18
"1994-07-01",2.11
"1994-10-01",2.11
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
