,year,qtr,state_fips,low,high
4080,2019,1,1,1.32,1.4
4081,2019,1,2,1.5,1.6
4082,2019,1,4,1.6,1.72
4083,2019,1,5,1.11,1.24
4084,2019,1,6,1.6,1.72
4085,2019,1,8,1.6,1.72
4086,2019,1,9,1.32,1.4
4087,2019,1,10,1.4,1.5
4088,2019,1,11,0.41,1.11
4089,2019,1,12,1.6,1.72
4090,2019,1,13,1.4,1.5
4092,2019,1,16,1.84,2.06
4093,2019,1,17,1.11,1.24
4094,2019,1,18,1.11,1.24
4095,2019,1,19,1.11,1.24
4096,2019,1,20,0.41,1.11
4097,2019,1,21,1.11,1.24
4098,2019,1,22,1.32,1.4
4099,2019,1,23,1.5,1.6
4100,2019,1,24,1.84,2.06
4101,2019,1,25,1.11,1.24
4102,2019,1,26,1.11,1.24
4103,2019,1,27,1.24,1.32
4104,2019,1,28,1.32,1.4
4105,2019,1,29,1.11,1.24
4106,2019,1,30,1.72,1.84
4107,2019,1,31,1.11,1.24
4108,2019,1,32,1.6,1.72
4109,2019,1,33,1.5,1.6
4110,2019,1,34,1.4,1.5
4111,2019,1,35,1.4,1.5
4112,2019,1,36,0.41,1.11
4113,2019,1,37,1.5,1.6
4114,2019,1,38,0.41,1.11
4115,2019,1,39,1.11,1.24
4116,2019,1,40,1.11,1.24
4117,2019,1,41,1.6,1.72
4118,2019,1,42,1.11,1.24
4119,2019,1,44,1.4,1.5
4120,2019,1,45,1.6,1.72
4121,2019,1,46,1.24,1.32
4122,2019,1,47,1.24,1.32
4123,2019,1,48,1.11,1.24
4124,2019,1,49,1.6,1.72
4125,2019,1,50,1.32,1.4
4126,2019,1,51,1.72,1.84
4127,2019,1,53,1.5,1.6
4128,2019,1,54,1.11,1.24
4129,2019,1,55,1.11,1.24
4130,2019,1,56,1.4,1.5
4131,2019,2,1,1.4,1.5
4132,2019,2,2,1.6,1.72
4133,2019,2,4,1.72,1.84
4134,2019,2,5,1.24,1.32
4135,2019,2,6,1.72,1.84
4136,2019,2,8,1.72,1.84
4137,2019,2,9,1.4,1.5
4138,2019,2,10,1.5,1.6
4139,2019,2,11,0.41,1.11
4140,2019,2,12,1.72,1.84
4141,2019,2,13,1.4,1.5
4143,2019,2,16,1.84,2.06
4144,2019,2,17,1.11,1.24
4145,2019,2,18,1.24,1.32
4146,2019,2,19,1.11,1.24
4147,2019,2,20,1.11,1.24
4148,2019,2,21,1.11,1.24
4149,2019,2,22,1.32,1.4
4150,2019,2,23,1.6,1.72
