<<<<<<< HEAD
"date","drsfrmacbs"
"2000-01-01",1.95
"2000-04-01",1.89
"2000-07-01",2.07
"2000-10-01",2.42
=======
"date","drsfrmacbs"
"2000-01-01",1.95
"2000-04-01",1.89
"2000-07-01",2.07
"2000-10-01",2.42
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
