,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
0,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,1,229.58,232.62
1,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,2,233.65,234.94
2,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,3,236.6,236.2
3,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,4,239.11,236.52
4,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,5,240.6,236.53
5,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,6,243.82,237.99
6,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,7,247.15,241.76
7,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,8,249.93,245.42
8,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,9,252.7,249.03
9,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,10,254.94,252.51
10,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,11,255.85,255.33
11,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2020,purchase-only,12,256.59,258.61
12,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,1,258.86,259.14
13,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,2,261.3,261.17
14,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,3,263.15,261.99
15,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,4,265.32,263.08
16,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,5,267.06,263.7
17,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,6,269.46,265.56
18,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,7,274.5,269.32
19,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,8,276.26,272.64
20,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,9,280.03,277.61
21,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,10,282.28,279.83
22,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,11,284.05,282.48
23,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2020,purchase-only,12,287.8,287.38
24,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,1,248.73,248.73
25,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,2,250.46,251.95
26,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,3,252.11,251.98
27,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,4,253.89,252.21
28,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,5,255.78,251.96
29,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,6,257.34,253.48
30,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,7,261.36,257.11
31,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,8,266.25,262.9
32,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,9,270.54,267.63
33,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,10,273.39,271.05
34,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,11,276.28,274.05
35,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2020,purchase-only,12,277.92,277.31
36,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,1,387.82,390.62
37,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,2,393.32,393.82
38,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,3,398.71,397.97
39,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,4,400.32,396.58
40,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,5,400.34,395.34
41,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,6,405.84,400.95
42,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,7,412.19,406.39
43,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,8,416.84,413.31
44,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,9,424.94,421.46
45,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,10,430.22,428.67
46,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,11,436.16,435.88
47,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2020,purchase-only,12,440.24,441.79
48,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,1,264.6,265.5
49,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,2,265.72,267.0
50,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,3,268.93,268.21
51,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,4,271.46,268.82
52,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,5,270.34,266.36
53,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,6,274.66,269.7
54,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,7,280.48,274.8
55,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,8,284.63,279.76
56,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,9,289.39,285.55
57,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,10,294.12,292.21
58,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,11,296.38,295.12
59,traditional,monthly,USA or Census Division,New England Division,DV_NE,2020,purchase-only,12,298.58,298.33
60,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,1,324.83,327.18
61,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,2,328.63,328.79
62,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,3,332.29,330.48
63,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,4,335.14,331.72
64,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,5,333.22,328.6
65,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,6,337.75,334.06
66,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,7,341.46,337.91
67,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,8,346.66,343.55
68,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,9,351.73,349.89
69,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,10,355.97,354.98
70,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,11,360.48,360.85
71,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2020,purchase-only,12,362.79,365.85
72,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,1,286.33,286.61
73,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,2,289.95,289.03
74,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,3,290.97,288.8
75,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,4,292.98,289.5
76,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,5,294.62,290.14
77,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,6,297.59,293.45
78,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,7,300.61,296.14
79,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,8,305.31,300.76
80,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,9,308.49,305.09
81,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,10,312.87,310.46
82,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2020,purchase-only,11,315.56,314.02
