,year,qtr,state_fips,low,high
4488,2021,1,1,1.4,1.5
4489,2021,1,2,1.72,1.84
4490,2021,1,4,1.72,1.84
4491,2021,1,5,1.24,1.32
4492,2021,1,6,1.6,1.72
4493,2021,1,8,1.72,1.84
4494,2021,1,9,1.4,1.5
4495,2021,1,10,1.6,1.72
4496,2021,1,11,0.41,1.11
4497,2021,1,12,1.72,1.84
4498,2021,1,13,1.4,1.5
4500,2021,1,16,1.84,2.06
4501,2021,1,17,1.11,1.24
4502,2021,1,18,1.24,1.32
4503,2021,1,19,1.11,1.24
4504,2021,1,20,1.11,1.24
4505,2021,1,21,1.24,1.32
4506,2021,1,22,1.5,1.6
4507,2021,1,23,1.6,1.72
4508,2021,1,24,1.84,2.06
4509,2021,1,25,1.11,1.24
4510,2021,1,26,1.24,1.32
4511,2021,1,27,1.32,1.4
4512,2021,1,28,1.5,1.6
4513,2021,1,29,1.24,1.32
4514,2021,1,30,1.72,1.84
4515,2021,1,31,1.11,1.24
4516,2021,1,32,1.84,2.06
4517,2021,1,33,1.6,1.72
4518,2021,1,34,1.5,1.6
4519,2021,1,35,1.6,1.72
4520,2021,1,36,0.41,1.11
4521,2021,1,37,1.5,1.6
4522,2021,1,38,1.11,1.24
4523,2021,1,39,1.11,1.24
4524,2021,1,40,1.24,1.32
4525,2021,1,41,1.6,1.72
4526,2021,1,42,1.24,1.32
4527,2021,1,44,1.6,1.72
4528,2021,1,45,1.72,1.84
4529,2021,1,46,1.24,1.32
4530,2021,1,47,1.32,1.4
4531,2021,1,48,1.24,1.32
4532,2021,1,49,1.6,1.72
4533,2021,1,50,1.4,1.5
4534,2021,1,51,1.72,1.84
4535,2021,1,53,1.5,1.6
4536,2021,1,54,1.32,1.4
4537,2021,1,55,1.11,1.24
4538,2021,1,56,1.5,1.6
4539,2021,2,1,1.32,1.4
4540,2021,2,2,1.6,1.72
4541,2021,2,4,1.72,1.84
4542,2021,2,5,1.24,1.32
4543,2021,2,6,1.6,1.72
4544,2021,2,8,1.84,2.06
4545,2021,2,9,1.4,1.5
4546,2021,2,10,1.5,1.6
4547,2021,2,11,0.41,1.11
4548,2021,2,12,1.72,1.84
4549,2021,2,13,1.5,1.6
4551,2021,2,16,1.84,2.06
4552,2021,2,17,1.11,1.24
4553,2021,2,18,1.24,1.32
4554,2021,2,19,1.11,1.24
4555,2021,2,20,1.11,1.24
4556,2021,2,21,1.11,1.24
4557,2021,2,22,1.4,1.5
4558,2021,2,23,1.6,1.72
4559,2021,2,24,1.84,2.06
4560,2021,2,25,1.11,1.24
4561,2021,2,26,1.24,1.32
4562,2021,2,27,1.32,1.4
4563,2021,2,28,1.4,1.5
4564,2021,2,29,1.24,1.32
4565,2021,2,30,1.72,1.84
4566,2021,2,31,1.11,1.24
4567,2021,2,32,1.72,1.84
4568,2021,2,33,1.6,1.72
4569,2021,2,34,1.5,1.6
4570,2021,2,35,1.6,1.72
4571,2021,2,36,0.41,1.11
4572,2021,2,37,1.5,1.6
4573,2021,2,38,1.11,1.24
4574,2021,2,39,1.11,1.24
4575,2021,2,40,1.24,1.32
4576,2021,2,41,1.6,1.72
4577,2021,2,42,1.24,1.32
4578,2021,2,44,1.6,1.72
4579,2021,2,45,1.72,1.84
4580,2021,2,46,1.24,1.32
4581,2021,2,47,1.32,1.4
4582,2021,2,48,1.24,1.32
4583,2021,2,49,1.72,1.84
4584,2021,2,50,1.4,1.5
4585,2021,2,51,1.72,1.84
4586,2021,2,53,1.5,1.6
4587,2021,2,54,1.32,1.4
4588,2021,2,55,1.11,1.24
4589,2021,2,56,1.5,1.6
4590,2021,3,1,1.4,1.5
4591,2021,3,2,1.72,1.84
4592,2021,3,4,1.72,1.84
4593,2021,3,5,1.24,1.32
4594,2021,3,6,1.6,1.72
4595,2021,3,8,1.84,2.06
4596,2021,3,9,1.4,1.5
4597,2021,3,10,1.5,1.6
4598,2021,3,11,0.41,1.11
4599,2021,3,12,1.72,1.84
4600,2021,3,13,1.5,1.6
4602,2021,3,16,1.84,2.06
4603,2021,3,17,1.11,1.24
4604,2021,3,18,1.24,1.32
4605,2021,3,19,1.11,1.24
4606,2021,3,20,1.11,1.24
4607,2021,3,21,1.11,1.24
4608,2021,3,22,1.4,1.5
4609,2021,3,23,1.6,1.72
4610,2021,3,24,1.84,2.06
4611,2021,3,25,1.24,1.32
4612,2021,3,26,1.24,1.32
4613,2021,3,27,1.32,1.4
4614,2021,3,28,1.4,1.5
4615,2021,3,29,1.32,1.4
4616,2021,3,30,1.72,1.84
4617,2021,3,31,1.11,1.24
4618,2021,3,32,1.72,1.84
4619,2021,3,33,1.6,1.72
4620,2021,3,34,1.5,1.6
4621,2021,3,35,1.6,1.72
4622,2021,3,36,0.41,1.11
4623,2021,3,37,1.5,1.6
4624,2021,3,38,1.11,1.24
4625,2021,3,39,1.11,1.24
4626,2021,3,40,1.32,1.4
4627,2021,3,41,1.6,1.72
4628,2021,3,42,1.24,1.32
4629,2021,3,44,1.6,1.72
4630,2021,3,45,1.72,1.84
4631,2021,3,46,1.24,1.32
4632,2021,3,47,1.32,1.4
4633,2021,3,48,1.24,1.32
4634,2021,3,49,1.72,1.84
4635,2021,3,50,1.4,1.5
4636,2021,3,51,1.84,2.06
4637,2021,3,53,1.6,1.72
4638,2021,3,54,1.32,1.4
4639,2021,3,55,1.24,1.32
4640,2021,3,56,1.6,1.72
