<<<<<<< HEAD
"date","drsfrmacbs"
"1992-01-01",3.23
"1992-04-01",2.96
"1992-07-01",2.88
"1992-10-01",2.86
=======
"date","drsfrmacbs"
"1992-01-01",3.23
"1992-04-01",2.96
"1992-07-01",2.88
"1992-10-01",2.86
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
