,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
0,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,1,124.88,125.23
1,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,2,125.97,125.95
2,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,3,126.77,126.4
3,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,4,128.32,127.46
4,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,5,129.0,127.65
5,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,6,129.52,127.83
6,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,7,130.13,128.51
7,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,8,129.85,128.36
8,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,9,130.08,128.91
9,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,10,129.92,128.87
10,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,11,130.7,130.06
11,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,1996,purchase-only,12,130.53,130.29
12,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,1,123.77,123.81
13,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,2,123.67,123.51
14,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,3,124.49,124.0
15,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,4,125.39,124.73
16,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,5,126.27,125.56
17,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,6,126.63,125.54
18,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,7,127.64,126.8
19,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,8,127.69,126.64
20,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,9,127.72,126.97
21,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,10,128.19,127.82
22,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,1996,purchase-only,11,128.08,127.51
