,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
0,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,1,186.08,187.3
1,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,2,185.88,186.62
2,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,3,188.17,188.08
3,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,4,190.16,188.87
4,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,5,191.74,189.02
5,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,6,192.59,189.4
6,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,7,193.06,189.89
7,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,8,193.17,190.08
8,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,9,193.86,191.66
9,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,10,193.61,191.91
10,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,11,192.53,192.05
11,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2005,purchase-only,12,191.52,192.01
12,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,1,173.21,173.28
13,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,2,174.59,174.75
14,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,3,176.11,176.11
15,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,4,177.4,176.49
16,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,5,178.55,177.23
17,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,6,180.16,178.09
18,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,7,181.58,179.66
19,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,8,182.28,180.53
20,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,9,182.65,181.29
21,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,10,183.75,182.94
22,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,11,185.45,184.72
23,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2005,purchase-only,12,186.31,186.22
24,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,purchase-only,1,195.69,195.47
25,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,purchase-only,2,195.49,196.02
26,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,purchase-only,3,197.9,198.24
27,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,purchase-only,4,200.04,200.02
28,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,purchase-only,5,201.86,200.46
29,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2005,purchase-only,6,205.92,203.03
