<<<<<<< HEAD
"date","drsfrmacbs"
"2019-01-01",2.7
"2019-04-01",2.53
"2019-07-01",2.42
"2019-10-01",2.38
=======
"date","drsfrmacbs"
"2019-01-01",2.7
"2019-04-01",2.53
"2019-07-01",2.42
"2019-10-01",2.38
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
