,year,qtr,state_fips,low,high
2244,2010,1,1,1.72,1.84
2245,2010,1,2,1.72,1.84
2247,2010,1,5,1.4,1.5
2250,2010,1,9,1.72,1.84
2251,2010,1,10,1.84,2.06
2252,2010,1,11,0.41,1.11
2257,2010,1,17,1.72,1.84
2258,2010,1,18,1.6,1.72
2259,2010,1,19,1.4,1.5
2260,2010,1,20,1.4,1.5
2261,2010,1,21,1.5,1.6
2262,2010,1,22,1.4,1.5
2263,2010,1,23,1.84,2.06
2265,2010,1,25,1.6,1.72
2266,2010,1,26,1.84,2.06
2267,2010,1,27,1.84,2.06
2268,2010,1,28,1.6,1.72
2269,2010,1,29,1.6,1.72
2270,2010,1,30,1.84,2.06
2271,2010,1,31,1.32,1.4
2274,2010,1,34,1.84,2.06
2275,2010,1,35,1.84,2.06
2276,2010,1,36,1.32,1.4
2277,2010,1,37,1.84,2.06
2278,2010,1,38,0.41,1.11
2279,2010,1,39,1.6,1.72
2280,2010,1,40,1.4,1.5
2282,2010,1,42,1.5,1.6
2285,2010,1,46,1.5,1.6
2286,2010,1,47,1.6,1.72
2287,2010,1,48,1.32,1.4
2289,2010,1,50,1.72,1.84
2292,2010,1,54,1.32,1.4
2293,2010,1,55,1.5,1.6
2294,2010,1,56,1.5,1.6
2295,2010,2,1,1.6,1.72
2296,2010,2,2,1.6,1.72
2298,2010,2,5,1.4,1.5
2301,2010,2,9,1.72,1.84
2302,2010,2,10,1.72,1.84
2303,2010,2,11,0.41,1.11
2305,2010,2,13,1.84,2.06
2308,2010,2,17,1.72,1.84
2309,2010,2,18,1.5,1.6
2310,2010,2,19,1.32,1.4
2311,2010,2,20,1.32,1.4
2312,2010,2,21,1.4,1.5
2313,2010,2,22,1.32,1.4
2314,2010,2,23,1.84,2.06
2316,2010,2,25,1.6,1.72
2317,2010,2,26,1.72,1.84
2318,2010,2,27,1.72,1.84
2319,2010,2,28,1.5,1.6
2320,2010,2,29,1.5,1.6
2321,2010,2,30,1.84,2.06
2322,2010,2,31,1.32,1.4
2324,2010,2,33,1.84,2.06
2325,2010,2,34,1.84,2.06
2326,2010,2,35,1.72,1.84
2327,2010,2,36,1.24,1.32
2328,2010,2,37,1.84,2.06
2329,2010,2,38,0.41,1.11
2330,2010,2,39,1.5,1.6
2331,2010,2,40,1.32,1.4
2333,2010,2,42,1.4,1.5
2334,2010,2,44,1.84,2.06
2336,2010,2,46,1.5,1.6
2337,2010,2,47,1.6,1.72
2338,2010,2,48,1.24,1.32
2340,2010,2,50,1.6,1.72
2343,2010,2,54,1.24,1.32
2344,2010,2,55,1.4,1.5
2345,2010,2,56,1.5,1.6
2346,2010,3,1,1.6,1.72
2347,2010,3,2,1.6,1.72
2349,2010,3,5,1.4,1.5
2352,2010,3,9,1.72,1.84
2353,2010,3,10,1.84,2.06
2354,2010,3,11,0.41,1.11
2356,2010,3,13,1.84,2.06
2359,2010,3,17,1.6,1.72
2360,2010,3,18,1.5,1.6
2361,2010,3,19,1.32,1.4
2362,2010,3,20,1.32,1.4
2363,2010,3,21,1.4,1.5
2364,2010,3,22,1.32,1.4
2365,2010,3,23,1.84,2.06
2367,2010,3,25,1.6,1.72
2368,2010,3,26,1.72,1.84
2369,2010,3,27,1.72,1.84
2370,2010,3,28,1.5,1.6
2371,2010,3,29,1.5,1.6
2372,2010,3,30,1.84,2.06
2373,2010,3,31,1.32,1.4
2375,2010,3,33,1.84,2.06
2376,2010,3,34,1.84,2.06
2377,2010,3,35,1.72,1.84
2378,2010,3,36,1.32,1.4
2379,2010,3,37,1.84,2.06
2380,2010,3,38,0.41,1.11
2381,2010,3,39,1.5,1.6
2382,2010,3,40,1.32,1.4
2384,2010,3,42,1.4,1.5
2385,2010,3,44,1.84,2.06
2387,2010,3,46,1.5,1.6
2388,2010,3,47,1.6,1.72
2389,2010,3,48,1.24,1.32
2391,2010,3,50,1.6,1.72
2394,2010,3,54,1.24,1.32
2395,2010,3,55,1.4,1.5
2396,2010,3,56,1.5,1.6
2397,2010,4,1,1.6,1.72
2398,2010,4,2,1.6,1.72
2400,2010,4,5,1.32,1.4
2403,2010,4,9,1.6,1.72
2404,2010,4,10,1.72,1.84
2405,2010,4,11,0.41,1.11
2407,2010,4,13,1.84,2.06
2410,2010,4,17,1.5,1.6
2411,2010,4,18,1.4,1.5
2412,2010,4,19,1.24,1.32
2413,2010,4,20,1.24,1.32
2414,2010,4,21,1.4,1.5
2415,2010,4,22,1.24,1.32
2416,2010,4,23,1.84,2.06
2418,2010,4,25,1.5,1.6
2419,2010,4,26,1.6,1.72
2420,2010,4,27,1.6,1.72
2421,2010,4,28,1.5,1.6
2422,2010,4,29,1.4,1.5
2423,2010,4,30,1.84,2.06
2424,2010,4,31,1.11,1.24
2426,2010,4,33,1.84,2.06
2427,2010,4,34,1.84,2.06
2428,2010,4,35,1.72,1.84
2429,2010,4,36,1.24,1.32
2430,2010,4,37,1.84,2.06
2431,2010,4,38,0.41,1.11
2432,2010,4,39,1.4,1.5
2433,2010,4,40,1.32,1.4
2435,2010,4,42,1.4,1.5
2436,2010,4,44,1.84,2.06
2437,2010,4,45,1.84,2.06
2438,2010,4,46,1.4,1.5
2439,2010,4,47,1.5,1.6
2440,2010,4,48,1.11,1.24
2441,2010,4,49,1.84,2.06
2442,2010,4,50,1.6,1.72
2445,2010,4,54,1.24,1.32
2446,2010,4,55,1.32,1.4
2447,2010,4,56,1.4,1.5
