<<<<<<< HEAD
"date","drsfrmacbs"
"2005-01-01",1.4
"2005-04-01",1.47
"2005-07-01",1.54
"2005-10-01",1.78
=======
"date","drsfrmacbs"
"2005-01-01",1.4
"2005-04-01",1.47
"2005-07-01",1.54
"2005-10-01",1.78
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
