,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
0,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,1,170.53,172.45
1,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,2,169.9,171.43
2,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,3,169.15,170.13
3,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,4,169.23,168.52
4,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,5,173.02,169.65
5,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,6,172.26,168.38
6,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,7,170.92,167.21
7,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,8,170.38,166.87
8,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,9,169.62,167.31
9,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,10,168.06,166.46
10,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,11,168.94,167.88
11,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2009,purchase-only,12,164.52,165.57
12,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,1,189.58,190.59
13,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,2,189.67,190.53
14,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,3,189.28,190.09
15,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,4,189.98,189.28
16,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,5,191.27,188.86
17,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,6,194.27,191.13
18,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,7,191.87,188.86
19,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,8,191.81,189.27
20,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,9,188.54,186.65
21,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,10,191.41,190.02
22,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,11,190.14,189.18
23,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2009,purchase-only,12,186.87,187.61
24,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,1,202.8,202.98
25,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,2,203.76,204.5
26,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,3,203.69,203.93
27,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,4,202.6,202.49
28,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,5,203.83,201.65
29,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,6,202.95,199.76
30,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,7,203.99,200.62
31,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,8,204.41,201.07
32,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,9,201.69,199.82
33,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,10,203.09,200.74
34,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2009,purchase-only,11,201.78,200.77
