<<<<<<< HEAD
"date","drsfrmacbs"
"2012-01-01",10.4
"2012-04-01",10.26
"2012-07-01",10.62
"2012-10-01",10.18
=======
"date","drsfrmacbs"
"2012-01-01",10.4
"2012-04-01",10.26
"2012-07-01",10.62
"2012-10-01",10.18
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
