,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
0,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,1,149.78,150.22
1,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,2,149.29,149.33
2,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,3,151.34,150.79
3,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,4,152.36,151.47
4,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,5,153.57,151.82
5,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,6,154.92,152.9
6,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,7,155.71,153.57
7,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,8,155.85,153.95
8,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,9,156.0,154.42
9,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,10,156.17,154.87
10,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,11,156.0,155.37
11,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2000,purchase-only,12,156.39,156.37
12,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,1,144.5,144.07
13,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,2,144.52,144.38
14,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,3,144.76,144.42
15,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,4,146.17,145.55
16,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,5,146.25,145.39
17,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,6,147.18,145.82
18,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,7,147.51,146.44
19,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,8,147.1,146.07
20,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,9,147.16,146.2
21,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,10,147.35,146.66
22,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,11,147.75,147.16
23,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2000,purchase-only,12,146.8,146.6
24,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,1,119.05,118.94
25,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,2,117.74,118.5
26,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,3,119.39,119.58
27,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,4,120.61,120.62
28,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,5,121.68,120.96
29,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,6,123.96,121.97
30,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,7,124.66,122.7
31,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,8,125.14,123.22
32,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,9,126.31,124.77
33,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,10,126.25,125.21
34,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,11,127.25,126.49
35,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2000,purchase-only,12,127.7,127.52
36,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,1,164.01,164.89
37,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,2,164.52,165.25
38,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,3,166.22,166.1
39,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,4,167.25,166.71
40,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,5,168.16,167.3
41,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,6,169.76,168.57
42,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,7,170.09,169.16
43,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,8,170.68,169.65
44,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,9,170.62,169.88
45,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,10,171.61,171.22
46,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,11,172.33,172.29
47,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2000,purchase-only,12,172.4,172.92
48,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,1,127.02,127.57
49,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,2,126.43,127.66
50,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,3,128.78,129.54
51,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,4,130.9,130.8
52,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,5,133.15,132.44
53,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,6,136.42,134.32
54,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,7,137.24,134.97
55,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,8,137.86,135.96
56,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,9,139.22,137.52
57,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,10,140.65,139.34
58,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,11,140.41,139.97
59,traditional,monthly,USA or Census Division,New England Division,DV_NE,2000,purchase-only,12,141.68,141.79
60,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,1,121.87,122.37
61,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,2,120.85,121.33
62,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,3,123.19,122.95
63,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,4,124.26,123.81
64,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,5,126.07,124.95
65,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,6,127.23,126.0
66,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,7,128.03,126.96
67,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,8,129.17,128.16
68,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,9,130.17,129.44
69,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,10,131.24,130.91
70,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,11,132.43,132.45
71,traditional,monthly,USA or Census Division,Pacific Division,DV_PAC,2000,purchase-only,12,133.41,133.69
72,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,1,133.61,133.38
73,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,2,134.05,133.75
74,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,3,134.82,134.39
75,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,4,136.2,135.44
76,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,5,137.02,136.07
77,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,6,138.3,136.94
78,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,7,138.92,137.66
79,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,8,139.14,138.03
80,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,9,139.99,138.91
81,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,10,140.33,139.42
82,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,11,140.61,140.18
83,traditional,monthly,USA or Census Division,South Atlantic Division,DV_SA,2000,purchase-only,12,141.81,141.52
84,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,1,150.73,151.19
85,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,2,151.67,152.2
86,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,3,153.18,152.73
87,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,4,154.81,154.06
88,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,5,156.0,154.4
89,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,6,157.11,155.1
90,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,7,158.0,155.84
91,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,8,158.55,156.58
92,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,9,158.89,157.37
93,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,10,159.47,158.38
94,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,11,159.29,158.49
95,traditional,monthly,USA or Census Division,West North Central Division,DV_WNC,2000,purchase-only,12,159.15,159.28
96,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,1,138.68,138.96
97,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,2,138.93,138.89
98,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,3,140.35,140.0
99,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,4,141.75,140.7
100,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,5,142.43,141.18
101,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,6,143.16,141.79
102,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,7,143.99,142.4
103,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,8,144.48,142.95
104,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,9,144.59,143.54
105,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,10,144.92,144.06
106,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,11,145.61,145.06
107,traditional,monthly,USA or Census Division,West South Central Division,DV_WSC,2000,purchase-only,12,145.12,144.86
108,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,1,136.94,137.12
109,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,2,136.71,136.94
110,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,3,138.29,138.02
111,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,4,139.59,138.95
112,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,5,140.7,139.54
113,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,6,142.13,140.49
114,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,7,142.84,141.21
115,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,8,143.28,141.77
116,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,9,143.88,142.65
117,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,10,144.35,143.43
118,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,11,144.81,144.31
119,traditional,monthly,USA or Census Division,United States,USA,2000,purchase-only,12,145.24,145.18
1977,traditional,quarterly,MSA,"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2000,expanded-data,1,117.98,118.03
1978,traditional,quarterly,MSA,"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2000,expanded-data,2,122.61,121.27
1979,traditional,quarterly,MSA,"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2000,expanded-data,3,125.46,123.74
1980,traditional,quarterly,MSA,"Anaheim-Santa Ana-Irvine, CA (MSAD)",11244,2000,expanded-data,4,128.75,128.54
1981,traditional,quarterly,MSA,"Atlanta-Sandy Springs-Alpharetta, GA",12060,2000,expanded-data,1,144.44,144.34
1982,traditional,quarterly,MSA,"Atlanta-Sandy Springs-Alpharetta, GA",12060,2000,expanded-data,2,148.06,147.22
1983,traditional,quarterly,MSA,"Atlanta-Sandy Springs-Alpharetta, GA",12060,2000,expanded-data,3,150.04,149.23
