<<<<<<< HEAD
"date","drsfrmacbs"
"2013-01-01",9.72
"2013-04-01",9.18
"2013-07-01",8.6
"2013-10-01",8.36
=======
"date","drsfrmacbs"
"2013-01-01",9.72
"2013-04-01",9.18
"2013-07-01",8.6
"2013-10-01",8.36
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
