<<<<<<< HEAD
"date","drsfrmacbs"
"1999-01-01",1.9
"1999-04-01",1.8
"1999-07-01",2.15
"1999-10-01",2.08
=======
"date","drsfrmacbs"
"1999-01-01",1.9
"1999-04-01",1.8
"1999-07-01",2.15
"1999-10-01",2.08
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
