,year,qtr,state_fips,low,high
3468,2016,1,1,1.4,1.5
3469,2016,1,2,1.6,1.72
3470,2016,1,4,1.72,1.84
3471,2016,1,5,1.24,1.32
3472,2016,1,6,1.84,2.06
3473,2016,1,8,1.72,1.84
3474,2016,1,9,1.4,1.5
3475,2016,1,10,1.6,1.72
3476,2016,1,11,0.41,1.11
3477,2016,1,12,1.6,1.72
3478,2016,1,13,1.4,1.5
3480,2016,1,16,1.84,2.06
3481,2016,1,17,1.24,1.32
3482,2016,1,18,1.24,1.32
3483,2016,1,19,1.11,1.24
3484,2016,1,20,1.11,1.24
3485,2016,1,21,1.24,1.32
3486,2016,1,22,1.24,1.32
3487,2016,1,23,1.6,1.72
3489,2016,1,25,1.24,1.32
3490,2016,1,26,1.24,1.32
3491,2016,1,27,1.32,1.4
3492,2016,1,28,1.4,1.5
3493,2016,1,29,1.24,1.32
3494,2016,1,30,1.72,1.84
3495,2016,1,31,1.11,1.24
3496,2016,1,32,1.6,1.72
3497,2016,1,33,1.6,1.72
3498,2016,1,34,1.6,1.72
3499,2016,1,35,1.6,1.72
3500,2016,1,36,0.41,1.11
3501,2016,1,37,1.6,1.72
3502,2016,1,38,0.41,1.11
3503,2016,1,39,1.11,1.24
3504,2016,1,40,1.24,1.32
3505,2016,1,41,1.6,1.72
3506,2016,1,42,1.24,1.32
3507,2016,1,44,1.6,1.72
3508,2016,1,45,1.72,1.84
3509,2016,1,46,1.24,1.32
3510,2016,1,47,1.32,1.4
3511,2016,1,48,1.11,1.24
3512,2016,1,49,1.6,1.72
3513,2016,1,50,1.5,1.6
3514,2016,1,51,1.84,2.06
3515,2016,1,53,1.72,1.84
3516,2016,1,54,1.24,1.32
3517,2016,1,55,1.11,1.24
3518,2016,1,56,1.5,1.6
3519,2016,2,1,1.4,1.5
3520,2016,2,2,1.6,1.72
3521,2016,2,4,1.72,1.84
3522,2016,2,5,1.24,1.32
3523,2016,2,6,1.84,2.06
3524,2016,2,8,1.72,1.84
3525,2016,2,9,1.4,1.5
3526,2016,2,10,1.5,1.6
3527,2016,2,11,0.41,1.11
3528,2016,2,12,1.6,1.72
3529,2016,2,13,1.5,1.6
3531,2016,2,16,1.84,2.06
3532,2016,2,17,1.24,1.32
3533,2016,2,18,1.24,1.32
3534,2016,2,19,1.11,1.24
3535,2016,2,20,1.11,1.24
3536,2016,2,21,1.24,1.32
3537,2016,2,22,1.32,1.4
3538,2016,2,23,1.6,1.72
3539,2016,2,24,1.84,2.06
3540,2016,2,25,1.24,1.32
3541,2016,2,26,1.24,1.32
3542,2016,2,27,1.32,1.4
3543,2016,2,28,1.4,1.5
3544,2016,2,29,1.24,1.32
3545,2016,2,30,1.72,1.84
3546,2016,2,31,1.11,1.24
3547,2016,2,32,1.6,1.72
3548,2016,2,33,1.6,1.72
3549,2016,2,34,1.6,1.72
3550,2016,2,35,1.6,1.72
3551,2016,2,36,0.41,1.11
3552,2016,2,37,1.6,1.72
3553,2016,2,38,0.41,1.11
3554,2016,2,39,1.11,1.24
3555,2016,2,40,1.24,1.32
3556,2016,2,41,1.6,1.72
3557,2016,2,42,1.24,1.32
3558,2016,2,44,1.6,1.72
3559,2016,2,45,1.72,1.84
3560,2016,2,46,1.24,1.32
3561,2016,2,47,1.32,1.4
3562,2016,2,48,1.11,1.24
3563,2016,2,49,1.6,1.72
3564,2016,2,50,1.5,1.6
3565,2016,2,51,1.84,2.06
3566,2016,2,53,1.72,1.84
3567,2016,2,54,1.32,1.4
3568,2016,2,55,1.11,1.24
3569,2016,2,56,1.5,1.6
3570,2016,3,1,1.4,1.5
3571,2016,3,2,1.6,1.72
3572,2016,3,4,1.72,1.84
3573,2016,3,5,1.24,1.32
3574,2016,3,6,1.72,1.84
3575,2016,3,8,1.72,1.84
3576,2016,3,9,1.4,1.5
3577,2016,3,10,1.5,1.6
3578,2016,3,11,0.41,1.11
3579,2016,3,12,1.6,1.72
3580,2016,3,13,1.4,1.5
3582,2016,3,16,1.84,2.06
3583,2016,3,17,1.24,1.32
3584,2016,3,18,1.24,1.32
3585,2016,3,19,1.11,1.24
3586,2016,3,20,1.11,1.24
3587,2016,3,21,1.11,1.24
3588,2016,3,22,1.32,1.4
3589,2016,3,23,1.6,1.72
3590,2016,3,24,1.84,2.06
3591,2016,3,25,1.24,1.32
3592,2016,3,26,1.11,1.24
3593,2016,3,27,1.32,1.4
3594,2016,3,28,1.32,1.4
3595,2016,3,29,1.24,1.32
3596,2016,3,30,1.72,1.84
3597,2016,3,31,1.11,1.24
3598,2016,3,32,1.6,1.72
3599,2016,3,33,1.5,1.6
3600,2016,3,34,1.5,1.6
3601,2016,3,35,1.6,1.72
3602,2016,3,36,0.41,1.11
3603,2016,3,37,1.5,1.6
3604,2016,3,38,0.41,1.11
3605,2016,3,39,1.11,1.24
3606,2016,3,40,1.24,1.32
3607,2016,3,41,1.6,1.72
3608,2016,3,42,1.24,1.32
3609,2016,3,44,1.5,1.6
3610,2016,3,45,1.6,1.72
3611,2016,3,46,1.24,1.32
3612,2016,3,47,1.32,1.4
3613,2016,3,48,1.11,1.24
3614,2016,3,49,1.6,1.72
3615,2016,3,50,1.4,1.5
3616,2016,3,51,1.84,2.06
3617,2016,3,53,1.6,1.72
3618,2016,3,54,1.24,1.32
3619,2016,3,55,1.11,1.24
3620,2016,3,56,1.5,1.6
3621,2016,4,1,1.4,1.5
3622,2016,4,2,1.72,1.84
3623,2016,4,4,1.84,2.06
3624,2016,4,5,1.32,1.4
3625,2016,4,6,1.84,2.06
3626,2016,4,8,1.84,2.06
3627,2016,4,9,1.5,1.6
3628,2016,4,10,1.6,1.72
3629,2016,4,11,0.41,1.11
3630,2016,4,12,1.72,1.84
3631,2016,4,13,1.5,1.6
3633,2016,4,16,1.84,2.06
3634,2016,4,17,1.24,1.32
3635,2016,4,18,1.24,1.32
3636,2016,4,19,1.11,1.24
3637,2016,4,20,1.11,1.24
3638,2016,4,21,1.24,1.32
3639,2016,4,22,1.32,1.4
3640,2016,4,23,1.6,1.72
3641,2016,4,24,1.84,2.06
3642,2016,4,25,1.32,1.4
3643,2016,4,26,1.24,1.32
3644,2016,4,27,1.32,1.4
3645,2016,4,28,1.4,1.5
3646,2016,4,29,1.32,1.4
3647,2016,4,30,1.84,2.06
3648,2016,4,31,1.11,1.24
3649,2016,4,32,1.72,1.84
3650,2016,4,33,1.6,1.72
3651,2016,4,34,1.6,1.72
3652,2016,4,35,1.6,1.72
3653,2016,4,36,0.41,1.11
3654,2016,4,37,1.6,1.72
