,hpi_type,hpi_flavor,frequency,level,place_name,place_id,yr,period,index_nsa,index_sa
0,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,1,180.56,182.3
1,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,2,180.82,182.1
2,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,3,180.61,181.21
3,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,4,180.24,179.31
4,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,5,181.06,177.7
5,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,6,181.02,177.22
6,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,7,179.68,176.1
7,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,8,178.48,175.05
8,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,9,174.53,172.3
9,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,10,173.65,172.08
10,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,11,169.84,169.04
11,traditional,monthly,USA or Census Division,East North Central Division,DV_ENC,2008,purchase-only,12,168.28,169.22
12,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,1,195.39,196.28
13,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,2,197.16,197.8
14,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,3,197.03,197.66
15,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,4,198.01,197.17
16,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,5,198.96,196.85
17,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,6,198.44,195.53
18,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,7,197.0,194.44
19,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,8,195.68,193.52
20,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,9,194.43,192.67
21,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,10,193.09,191.94
22,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,11,191.81,190.87
23,traditional,monthly,USA or Census Division,East South Central Division,DV_ESC,2008,purchase-only,12,189.67,190.29
24,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,1,215.05,215.11
25,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,2,213.95,214.57
26,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,3,213.98,214.03
27,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,4,211.98,211.88
28,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,5,214.24,212.06
29,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,6,212.95,209.9
30,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,7,212.44,209.24
31,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,8,211.42,207.98
32,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,9,210.63,208.77
33,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,10,207.78,205.53
34,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,11,206.29,205.35
35,traditional,monthly,USA or Census Division,Middle Atlantic Division,DV_MA,2008,purchase-only,12,203.03,202.83
36,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,1,270.99,273.53
37,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,2,273.13,274.33
38,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,3,270.2,271.7
39,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,4,266.81,266.01
40,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,5,266.18,263.44
41,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,6,263.12,259.72
42,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,7,259.0,255.69
43,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,8,255.38,252.51
44,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,9,251.25,249.82
45,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,10,244.19,243.45
46,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,11,237.85,238.3
47,traditional,monthly,USA or Census Division,Mountain Division,DV_MT,2008,purchase-only,12,237.44,239.38
48,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,1,218.67,220.31
49,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,2,219.5,221.52
50,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,3,218.62,218.03
51,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,4,218.2,216.46
52,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,5,216.38,213.76
53,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,6,217.06,213.38
54,traditional,monthly,USA or Census Division,New England Division,DV_NE,2008,purchase-only,7,214.95,212.06
