,year,qtr,state_fips,low,high
2963,2013,3,8,1.84,2.06
2964,2013,3,9,1.5,1.6
2965,2013,3,10,1.6,1.72
2966,2013,3,11,0.41,1.11
2967,2013,3,12,1.84,2.06
2968,2013,3,13,1.6,1.72
2970,2013,3,16,1.84,2.06
2971,2013,3,17,1.4,1.5
2972,2013,3,18,1.32,1.4
2973,2013,3,19,1.24,1.32
2974,2013,3,20,1.11,1.24
2975,2013,3,21,1.32,1.4
2976,2013,3,22,1.24,1.32
2977,2013,3,23,1.72,1.84
2979,2013,3,25,1.4,1.5
2980,2013,3,26,1.32,1.4
2981,2013,3,27,1.4,1.5
2982,2013,3,28,1.4,1.5
2983,2013,3,29,1.32,1.4
2984,2013,3,30,1.84,2.06
2985,2013,3,31,1.11,1.24
2986,2013,3,32,1.84,2.06
2987,2013,3,33,1.72,1.84
2988,2013,3,34,1.72,1.84
2989,2013,3,35,1.72,1.84
2990,2013,3,36,1.11,1.24
2991,2013,3,37,1.72,1.84
2992,2013,3,38,0.41,1.11
2993,2013,3,39,1.24,1.32
2994,2013,3,40,1.11,1.24
2995,2013,3,41,1.84,2.06
2996,2013,3,42,1.32,1.4
2997,2013,3,44,1.72,1.84
2998,2013,3,45,1.84,2.06
2999,2013,3,46,1.32,1.4
3000,2013,3,47,1.4,1.5
3001,2013,3,48,1.11,1.24
3002,2013,3,49,1.72,1.84
3003,2013,3,50,1.5,1.6
3004,2013,3,51,1.84,2.06
3005,2013,3,53,1.84,2.06
3006,2013,3,54,1.24,1.32
3007,2013,3,55,1.24,1.32
3008,2013,3,56,1.32,1.4
3009,2013,4,1,1.5,1.6
3010,2013,4,2,1.6,1.72
3011,2013,4,4,1.84,2.06
3012,2013,4,5,1.32,1.4
3013,2013,4,6,1.84,2.06
3014,2013,4,8,1.84,2.06
3015,2013,4,9,1.5,1.6
3016,2013,4,10,1.6,1.72
3017,2013,4,11,0.41,1.11
3018,2013,4,12,1.84,2.06
3019,2013,4,13,1.6,1.72
3021,2013,4,16,1.84,2.06
3022,2013,4,17,1.4,1.5
3023,2013,4,18,1.32,1.4
3024,2013,4,19,1.24,1.32
3025,2013,4,20,1.11,1.24
3026,2013,4,21,1.32,1.4
3027,2013,4,22,1.24,1.32
3028,2013,4,23,1.72,1.84
3030,2013,4,25,1.4,1.5
3031,2013,4,26,1.32,1.4
3032,2013,4,27,1.4,1.5
3033,2013,4,28,1.4,1.5
3034,2013,4,29,1.32,1.4
3035,2013,4,30,1.72,1.84
3036,2013,4,31,1.24,1.32
3037,2013,4,32,1.84,2.06
3038,2013,4,33,1.72,1.84
3039,2013,4,34,1.72,1.84
3040,2013,4,35,1.6,1.72
3041,2013,4,36,1.11,1.24
3042,2013,4,37,1.72,1.84
3043,2013,4,38,0.41,1.11
3044,2013,4,39,1.24,1.32
3045,2013,4,40,1.11,1.24
3046,2013,4,41,1.84,2.06
3047,2013,4,42,1.32,1.4
3048,2013,4,44,1.72,1.84
3049,2013,4,45,1.84,2.06
3050,2013,4,46,1.32,1.4
3051,2013,4,47,1.4,1.5
3052,2013,4,48,1.11,1.24
3053,2013,4,49,1.72,1.84
3054,2013,4,50,1.5,1.6
3056,2013,4,53,1.84,2.06
3057,2013,4,54,1.24,1.32
3058,2013,4,55,1.24,1.32
3059,2013,4,56,1.32,1.4
