<<<<<<< HEAD
"date","drsfrmacbs"
"2018-01-01",3.42
"2018-04-01",3.14
"2018-07-01",3.02
"2018-10-01",2.9
=======
"date","drsfrmacbs"
"2018-01-01",3.42
"2018-04-01",3.14
"2018-07-01",3.02
"2018-10-01",2.9
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
