<<<<<<< HEAD
"date","drsfrmacbs"
"1995-01-01",2.11
"1995-04-01",2.03
"1995-07-01",2.15
"1995-10-01",2.28
=======
"date","drsfrmacbs"
"1995-01-01",2.11
"1995-04-01",2.03
"1995-07-01",2.15
"1995-10-01",2.28
>>>>>>> 7eed3b6449346a7684fc91f24af1e1f0918b3310
